# GTID 	 name 	 time
GT0894	D9_q2.0_a0.6_0.6_th270_r100_res140_CE	150.0
GT0895	D9_q2.0_a0.6_0.6_th315_r100_res140_CE	150.0
GT0896	D9_q2.0_a0.6_0.6_th45_r100_res140_CE	150.0
GT0897	D9_q2.0_a0.6_0.6_th90_r100_res140_CE	150.0
GT0898	GW15_D12_q1.2_a0.0_m140	150.0
GT0900	q1.2_a0.4x_0.4x_GW15_D11_m140	150.0
GT0905	D9_q1.0_a0.0_m160	150.0
GT0906	D9_q5.0_a0.0_Q24	150.0
March11_Binry_se7_spin0.6_wall30	March11_Binry_se7_spin0.6_wall30	150.0
D12_q1.00_a0.60_m080	D12_q1.00_a0.60_m080	150.0
D12_q1.00_a0.60_m120	D12_q1.00_a0.60_m120	150.0
D12_q1.00_a0.60_m140	D12_q1.00_a0.60_m140	150.0
D12_q1.00_a0.60_m160	D12_q1.00_a0.60_m160	150.0
D12_q1.00_a0.60_m180	D12_q1.00_a0.60_m180	150.0
G2_q1_Spin0.6_Sep7_Mat_1e-13	G2_q1_Spin0.6_Sep7_Mat_1e-13	150.0
G2_q1_Spin0.6_Sep7_Mat_1e-14	G2_q1_Spin0.6_Sep7_Mat_1e-14	150.0
G2_q1_Spin0.6_Sep7_Mat_1e-15	G2_q1_Spin0.6_Sep7_Mat_1e-15	150.0
G2_q1_Spin0.6_Sep7_Vac	G2_q1_Spin0.6_Sep7_Vac	150.0
